;;;
Informações de Saúde;;;
DATASUS  Tecnologia da Informação a Serviço do SUS;;;
Ajuda;;;
Notas Técnicas;;;
DATASUS;;;
Taxa de desemprego - Brasil;;;
Taxa de desemprego 16a e+ segundo Município;;;
Período: 2000;;;
Município;Taxa de desemprego 16a e+;;
Fonte: IBGE - Censos Demográficos;;;
Notas:;;;
;;;
1. Taxa de desemprego: Percentual da população de 16 anos e mais, economicamente ativa, desocupada.;;;
;;;
Consulte o sítio da Secretaria Estadual de Saúde e do IBGE para mais informações.;;;
;;;
412540 SAO JOSE DA BOA VISTA;8,32;;
412545 SAO JOSE DAS PALMEIRAS;13,21;;
412550 SAO JOSE DOS PINHAIS;14,53;;
412555 SAO MANOEL DO PARANA;11,04;;
412560 SAO MATEUS DO SUL;10,8;;
412570 SAO MIGUEL DO IGUACU;14,07;;
412575 SAO PEDRO DO IGUACU;6,62;;
412580 SAO PEDRO DO IVAI;9,47;;
412590 SAO PEDRO DO PARANA;6,91;;
412600 SAO SEBASTIAO DA AMOREIRA;10,51;;
412610 SAO TOME;13,99;;
412620 SAPOPEMA;15,91;;
412625 SARANDI;15,53;;
412627 SAUDADE DO IGUACU;7,92;;
412630 SENGES;10,56;;
412635 SERRANOPOLIS DO IGUACU;7,91;;
412640 SERTANEJA;16,05;;
412650 SERTANOPOLIS;9,68;;
412660 SIQUEIRA CAMPOS;7,53;;
412665 SULINA;3,75;;
412667 TAMARANA;8,63;;
412670 TAMBOARA;9,01;;
412680 TAPEJARA;8,4;;
412690 TAPIRA;11,67;;
412700 TEIXEIRA SOARES;8,66;;
412710 TELEMACO BORBA;15,39;;
412720 TERRA BOA;7,06;;
412730 TERRA RICA;13,6;;
412740 TERRA ROXA;5,01;;
412750 TIBAGI;10,73;;
412760 TIJUCAS DO SUL;6,59;;
412770 TOLEDO;10,42;;
412780 TOMAZINA;3,1;;
412785 TRES BARRAS DO PARANA;7,51;;
412788 TUNAS DO PARANA;6,36;;
412790 TUNEIRAS DO OESTE;8,34;;
412795 TUPASSI;12,23;;
412796 TURVO;5,67;;
412800 UBIRATA;16,27;;
412810 UMUARAMA;10,51;;
412820 UNIAO DA VITORIA;12,41;;
412830 UNIFLOR;4,67;;
412840 URAI;12,14;;
412850 WENCESLAU BRAZ;16,28;;
412853 VENTANIA;9,4;;
412855 VERA CRUZ DO OESTE;13,36;;
412860 VERE;4,95;;
412862 ALTO PARAISO;16,15;;
412863 DOUTOR ULYSSES;2,84;;
412865 VIRMOND;3,63;;
412870 VITORINO;11,27;;
412880 XAMBRE;7,64;;
420005 ABDON BATISTA;1,58;;
420010 ABELARDO LUZ;6,12;;
420020 AGROLANDIA;5,25;;
420030 AGRONOMICA;1,42;;
420040 AGUA DOCE;5,79;;
420050 AGUAS DE CHAPECO;3,09;;
420055 AGUAS FRIAS;1,34;;
420060 AGUAS MORNAS;3,58;;
420070 ALFREDO WAGNER;1,45;;
420075 ALTO BELA VISTA;2,33;;
420080 ANCHIETA;3,54;;
420090 ANGELINA;2,36;;
420100 ANITA GARIBALDI;5,75;;
420110 ANITAPOLIS;1,99;;
420120 ANTONIO CARLOS;2,59;;
420125 APIUNA;5,84;;
420127 ARABUTA;2,99;;
420130 ARAQUARI;16,09;;
420140 ARARANGUA;11,78;;
420150 ARMAZEM;5,08;;
420160 ARROIO TRINTA;6,34;;
420165 ARVOREDO;3,42;;
420170 ASCURRA;6,79;;
420180 ATALANTA;2,09;;
420190 AURORA;2,42;;
420195 BALNEARIO ARROIO DO SILVA;19,09;;
420200 BALNEARIO CAMBORIU;12,57;;
420205 BALNEARIO BARRA DO SUL;19,57;;
420207 BALNEARIO GAIVOTA;20,34;;
420208 BANDEIRANTE;2,76;;
420209 BARRA BONITA;1,17;;
420210 BARRA VELHA;15,15;;
420213 BELA VISTA DO TOLDO;0,94;;
420215 BELMONTE;1,1;;
420220 BENEDITO NOVO;4;;
420230 BIGUACU;13,68;;
420240 BLUMENAU;8,9;;
420243 BOCAINA DO SUL;3,97;;
420245 BOMBINHAS;9,89;;
420250 BOM JARDIM DA SERRA;5,83;;
420253 BOM JESUS;21,29;;
420257 BOM JESUS DO OESTE;1,45;;
420260 BOM RETIRO;4,09;;
420270 BOTUVERA;4,2;;
420280 BRACO DO NORTE;7,25;;
420285 BRACO DO TROMBUDO;4,77;;
420287 BRUNOPOLIS;3,81;;
420290 BRUSQUE;7,37;;
420300 CACADOR;11,31;;
420310 CAIBI;4,7;;
420315 CALMON;2,21;;
420320 CAMBORIU;12,63;;
420325 CAPAO ALTO;5,75;;
420330 CAMPO ALEGRE;7,14;;
420340 CAMPO BELO DO SUL;11;;
420350 CAMPO ERE;15,12;;
420360 CAMPOS NOVOS;8,51;;
420370 CANELINHA;3,5;;
420380 CANOINHAS;13,15;;
420390 CAPINZAL;7,03;;
420395 CAPIVARI DE BAIXO;18,02;;
420400 CATANDUVAS;10,06;;
420410 CAXAMBU DO SUL;3,36;;
420415 CELSO RAMOS;1,26;;
420417 CERRO NEGRO;4,72;;
420420 CHAPECO;11,18;;
420425 COCAL DO SUL;12,75;;
420430 CONCORDIA;6,65;;
420435 CORDILHEIRA ALTA;5,38;;
420440 CORONEL FREITAS;1,94;;
420445 CORONEL MARTINS;4,45;;
420450 CORUPA;6,46;;
420455 CORREIA PINTO;16,2;;
420460 CRICIUMA;11,88;;
420470 CUNHA PORA;3,96;;
420480 CURITIBANOS;10,65;;
420490 DESCANSO;3,41;;
420500 DIONISIO CERQUEIRA;7,96;;
420510 DONA EMMA;3,1;;
420515 DOUTOR PEDRINHO;3,1;;
420517 ENTRE RIOS;2,48;;
420519 ERMO;4,89;;
420520 ERVAL VELHO;6,87;;
420530 FAXINAL DOS GUEDES;7,35;;
420540 FLORIANOPOLIS;11,88;;
420543 FORMOSA DO SUL;3,74;;
420545 FORQUILHINHA;8,94;;
420550 FRAIBURGO;7,97;;
420555 FREI ROGERIO;0,5;;
420560 GALVAO;3,45;;
420570 GAROPABA;8,79;;
420580 GARUVA;10,51;;
420590 GASPAR;6,48;;
420600 GOVERNADOR CELSO RAMOS;8,02;;
420610 GRAO PARA;1,89;;
420620 GRAVATAL;9,96;;
420630 GUABIRUBA;7,58;;
420640 GUARACIABA;3,12;;
420650 GUARAMIRIM;11,37;;
420660 GUARUJA DO SUL;6,64;;
420665 GUATAMBU;4,24;;
420670 HERVAL D'OESTE;12,7;;
420675 IBIAM;1,3;;
420680 IBICARE;3,52;;
420690 IBIRAMA;5,3;;
420700 ICARA;11,34;;
420710 ILHOTA;6,79;;
420720 IMARUI;6,57;;
420730 IMBITUBA;13,64;;
420740 IMBUIA;1,92;;
420750 INDAIAL;7,5;;
420757 IOMERE;3,92;;
420760 IPIRA;2,29;;
420765 IPORA DO OESTE;3,41;;
420768 IPUACU;3,14;;
420770 IPUMIRIM;3,53;;
420775 IRACEMINHA;2,58;;
420780 IRANI;5,14;;
420785 IRATI;1,09;;
420790 IRINEOPOLIS;3,63;;
420800 ITA;7,42;;
420810 ITAIOPOLIS;4,69;;
420820 ITAJAI;12,15;;
420830 ITAPEMA;15,3;;
420840 ITAPIRANGA;4,54;;
420845 ITAPOA;16,93;;
420850 ITUPORANGA;3,92;;
420860 JABORA;1,72;;
420870 JACINTO MACHADO;4,92;;
420880 JAGUARUNA;4,57;;
420890 JARAGUA DO SUL;8,91;;
420895 JARDINOPOLIS;3;;
420900 JOACABA;9,66;;
420910 JOINVILLE;14,77;;
420915 JOSE BOITEUX;3,54;;
420917 JUPIA;1,79;;
420920 LACERDOPOLIS;1,28;;
420930 LAGES;15,26;;
420940 LAGUNA;15,13;;
420945 LAJEADO GRANDE;4,95;;
420950 LAURENTINO;4,55;;
420960 LAURO MULLER;13,84;;
420970 LEBON REGIS;11,67;;
420980 LEOBERTO LEAL;0,68;;
420985 LINDOIA DO SUL;2,24;;
420990 LONTRAS;4,79;;
421000 LUIZ ALVES;1,63;;
421003 LUZERNA;6,75;;
421005 MACIEIRA;13,04;;
421010 MAFRA;11,16;;
421020 MAJOR GERCINO;2,63;;
421030 MAJOR VIEIRA;15,21;;
421040 MARACAJA;13,21;;
421050 MARAVILHA;6,92;;
421055 MAREMA;4,9;;
421060 MASSARANDUBA;3,99;;
421070 MATOS COSTA;4,11;;
421080 MELEIRO;4,66;;
421085 MIRIM DOCE;6,52;;
421090 MODELO;3,4;;
421100 MONDAI;1,7;;
421105 MONTE CARLO;15,61;;
421110 MONTE CASTELO;8,32;;
421120 MORRO DA FUMACA;4,65;;
421125 MORRO GRANDE;3,62;;
421130 NAVEGANTES;15,54;;
421140 NOVA ERECHIM;1,91;;
421145 NOVA ITABERABA;1,37;;
421150 NOVA TRENTO;2,83;;
421160 NOVA VENEZA;4,23;;
421165 NOVO HORIZONTE;1,14;;
421170 ORLEANS;4,4;;
421175 OTACILIO COSTA;13,27;;
421180 OURO;3,33;;
421185 OURO VERDE;3,06;;
421187 PAIAL;0,73;;
421189 PAINEL;6,67;;
421190 PALHOCA;13,93;;
421200 PALMA SOLA;9,61;;
421205 PALMEIRA;8,41;;
421210 PALMITOS;3,88;;
421220 PAPANDUVA;8,64;;
421223 PARAISO;1,5;;
421225 PASSO DE TORRES;11,08;;
421227 PASSOS MAIA;6,57;;
421230 PAULO LOPES;7,95;;
421240 PEDRAS GRANDES;1,92;;
421250 PENHA;11,13;;
421260 PERITIBA;7,42;;
421270 PETROLANDIA;0,42;;
421280 BALNEARIO PICARRAS;14,58;;
421290 PINHALZINHO;5,13;;
421300 PINHEIRO PRETO;4,52;;
421310 PIRATUBA;4,37;;
421315 PLANALTO ALEGRE;0,3;;
421320 POMERODE;5,67;;
421330 PONTE ALTA;11,64;;
421335 PONTE ALTA DO NORTE;10,94;;
421340 PONTE SERRADA;9,94;;
421350 PORTO BELO;9,1;;
421360 PORTO UNIAO;11,93;;
421370 POUSO REDONDO;6,63;;
421380 PRAIA GRANDE;6,59;;
421390 PRESIDENTE CASTELLO BRANCO;3;;
421400 PRESIDENTE GETULIO;3,05;;
421410 PRESIDENTE NEREU;2,46;;
421415 PRINCESA;4,36;;
421420 QUILOMBO;3,65;;
421430 RANCHO QUEIMADO;2,16;;
421440 RIO DAS ANTAS;4,19;;
421450 RIO DO CAMPO;3,48;;
421460 RIO DO OESTE;1,99;;
421470 RIO DOS CEDROS;5,44;;
421480 RIO DO SUL;8,08;;
421490 RIO FORTUNA;2,59;;
421500 RIO NEGRINHO;9,08;;
421505 RIO RUFINO;3,48;;
421507 RIQUEZA;1,87;;
421510 RODEIO;3,15;;
421520 ROMELANDIA;3,26;;
421530 SALETE;8,44;;
421535 SALTINHO;0,72;;
421540 SALTO VELOSO;5,35;;
421545 SANGAO;3,36;;
421550 SANTA CECILIA;7,86;;
421555 SANTA HELENA;0,29;;
421560 SANTA ROSA DE LIMA;1,56;;
421565 SANTA ROSA DO SUL;5,33;;
421567 SANTA TEREZINHA;3,14;;
421568 SANTA TEREZINHA DO PROGRESSO;1,03;;
421569 SANTIAGO DO SUL;0,38;;
421570 SANTO AMARO DA IMPERATRIZ;8,75;;
421575 SAO BERNARDINO;1,8;;
421580 SAO BENTO DO SUL;9,02;;
421590 SAO BONIFACIO;0,46;;
421600 SAO CARLOS;3,57;;
421605 SAO CRISTOVAO DO SUL;6,23;;
421610 SAO DOMINGOS;7,06;;
421620 SAO FRANCISCO DO SUL;12,87;;
421625 SAO JOAO DO OESTE;1,49;;
421630 SAO JOAO BATISTA;4,81;;
421635 SAO JOAO DO ITAPERIU;4,23;;
421640 SAO JOAO DO SUL;3,8;;
421650 SAO JOAQUIM;9,49;;
421660 SAO JOSE;12,12;;
421670 SAO JOSE DO CEDRO;4,7;;
421680 SAO JOSE DO CERRITO;4,99;;
421690 SAO LOURENCO DO OESTE;3,86;;
421700 SAO LUDGERO;5,79;;
421710 SAO MARTINHO;0,34;;
421715 SAO MIGUEL DA BOA VISTA;0,45;;
421720 SAO MIGUEL DO OESTE;8,41;;
421725 SAO PEDRO DE ALCANTARA;5,35;;
421730 SAUDADES;1,46;;
421740 SCHROEDER;7,94;;
421750 SEARA;5,83;;
421755 SERRA ALTA;1,85;;
421760 SIDEROPOLIS;9,48;;
421770 SOMBRIO;10,91;;
421775 SUL BRASIL;1,41;;
421780 TAIO;7,47;;
421790 TANGARA;7,62;;
421800 TIJUCAS;12,55;;
421810 TIMBE DO SUL;5,13;;
421820 TIMBO;5,88;;
421825 TIMBO GRANDE;5,18;;
421830 TRES BARRAS;17,09;;
421835 TREVISO;8,06;;
421840 TREZE DE MAIO;2,3;;
421850 TREZE TILIAS;3,65;;
421860 TROMBUDO CENTRAL;7,86;;
421870 TUBARAO;10,65;;
421875 TUNAPOLIS;1,98;;
421880 TURVO;4,72;;
421885 UNIAO DO OESTE;3,63;;
421890 URUBICI;6,47;;
421895 URUPEMA;11,5;;
421900 URUSSANGA;6,73;;
421910 VARGEAO;4,08;;
421915 VARGEM;5,27;;
421917 VARGEM BONITA;6,51;;
421920 VIDAL RAMOS;2,37;;
421930 VIDEIRA;7,61;;
421935 VITOR MEIRELES;2,65;;
421940 WITMARSUM;2,04;;
421950 XANXERE;12,33;;
421960 XAVANTINA;1,88;;
421970 XAXIM;9,11;;
421985 ZORTEA;4,01;;
430005 AGUA SANTA;3,7;;
430010 AGUDO;2,09;;
430020 AJURICABA;5,29;;
430030 ALECRIM;1,59;;
430040 ALEGRETE;17,36;;
430045 ALEGRIA;7,22;;
430050 ALPESTRE;2,11;;
430055 ALTO ALEGRE;1,73;;
430057 ALTO FELIZ;2,28;;
430060 ALVORADA;18,9;;
430063 AMARAL FERRADOR;2,54;;
430064 AMETISTA DO SUL;3,58;;
430066 ANDRE DA ROCHA;1,4;;
430070 ANTA GORDA;2,98;;
430080 ANTONIO PRADO;4,27;;
430085 ARAMBARE;5,03;;
430087 ARARICA;9,86;;
430090 ARATIBA;3,54;;
430100 ARROIO DO MEIO;4,71;;
430105 ARROIO DO SAL;11,05;;
430110 ARROIO DOS RATOS;13,38;;
430120 ARROIO DO TIGRE;2,4;;
430130 ARROIO GRANDE;14,41;;
430140 ARVOREZINHA;4;;
430150 AUGUSTO PESTANA;5,3;;
430155 AUREA;1,67;;
430160 BAGE;16,11;;
430163 BALNEARIO PINHAL;14,01;;
430165 BARAO;1,1;;
430170 BARAO DE COTEGIPE;4,02;;
430175 BARAO DO TRIUNFO;1,05;;
430180 BARRACAO;8,55;;
430185 BARRA DO GUARITA;3,86;;
430187 BARRA DO QUARAI;13,37;;
430190 BARRA DO RIBEIRO;15,23;;
430192 BARRA DO RIO AZUL;0,9;;
430195 BARRA FUNDA;4,66;;
430200 BARROS CASSAL;3,56;;
430205 BENJAMIN CONSTANT DO SUL;3,45;;
430210 BENTO GONCALVES;9,55;;
430215 BOA VISTA DAS MISSOES;8,69;;
430220 BOA VISTA DO BURICA;4,72;;
430225 BOA VISTA DO SUL;1,07;;
430230 BOM JESUS;8,29;;
430235 BOM PRINCIPIO;3,11;;
430237 BOM PROGRESSO;6,1;;
430240 BOM RETIRO DO SUL;8,58;;
430245 BOQUEIRAO DO LEAO;0,89;;
430250 BOSSOROCA;13,22;;
430260 BRAGA;1,61;;
430265 BROCHIER;0,85;;
430270 BUTIA;15,8;;
430280 CACAPAVA DO SUL;11,98;;
430290 CACEQUI;19,82;;
430300 CACHOEIRA DO SUL;13,22;;
430310 CACHOEIRINHA;14,25;;
430320 CACIQUE DOBLE;5,13;;
430330 CAIBATE;6,1;;
430340 CAICARA;0,36;;
430350 CAMAQUA;12,04;;
430355 CAMARGO;3,68;;
430360 CAMBARA DO SUL;7,29;;
430367 CAMPESTRE DA SERRA;2,33;;
430370 CAMPINA DAS MISSOES;2,96;;
430380 CAMPINAS DO SUL;8,08;;
430390 CAMPO BOM;6,35;;
430400 CAMPO NOVO;13,57;;
430410 CAMPOS BORGES;10,64;;
430420 CANDELARIA;6,85;;
430430 CANDIDO GODOI;2,69;;
430435 CANDIOTA;14,53;;
430440 CANELA;10,36;;
430450 CANGUCU;4,58;;
430460 CANOAS;17,2;;
430463 CAPAO DA CANOA;15,66;;
430466 CAPAO DO LEAO;19,18;;
430467 CAPIVARI DO SUL;9,57;;
430468 CAPELA DE SANTANA;7,46;;
430469 CAPITAO;0,18;;
430470 CARAZINHO;16,59;;
430471 CARAA;3,32;;
430480 CARLOS BARBOSA;4,68;;
430485 CARLOS GOMES;2,94;;
430490 CASCA;2,82;;
430495 CASEIROS;7,23;;
430500 CATUIPE;9,72;;
430510 CAXIAS DO SUL;10,76;;
430511 CENTENARIO;1,61;;
430512 CERRITO;7;;
430513 CERRO BRANCO;1,42;;
430515 CERRO GRANDE;2,04;;
430517 CERRO GRANDE DO SUL;1,82;;
430520 CERRO LARGO;6,73;;
430530 CHAPADA;4,7;;
430535 CHARQUEADAS;17,32;;
430537 CHARRUA;0,92;;
430540 CHIAPETTA;10,47;;
430543 CHUI;5,07;;
430544 CHUVISCA;0,3;;
430545 CIDREIRA;15,63;;
430550 CIRIACO;3,86;;
430558 COLINAS;2,76;;
430560 COLORADO;2,43;;
430570 CONDOR;8,22;;
430580 CONSTANTINA;5,25;;
430585 COQUEIROS DO SUL;1,62;;
430587 CORONEL BARROS;1,57;;
430590 CORONEL BICACO;6,79;;
430595 COTIPORA;4,75;;
430597 COXILHA;14,67;;
430600 CRISSIUMAL;3,67;;
430605 CRISTAL;11,95;;
430607 CRISTAL DO SUL;2,97;;
430610 CRUZ ALTA;12,95;;
430620 CRUZEIRO DO SUL;6,58;;
430630 DAVID CANABARRO;4,57;;
430632 DERRUBADAS;1,51;;
430635 DEZESSEIS DE NOVEMBRO;2,74;;
430637 DILERMANDO DE AGUIAR;12,93;;
430640 DOIS IRMAOS;4,51;;
430642 DOIS IRMAOS DAS MISSOES;10,66;;
430645 DOIS LAJEADOS;1,59;;
430650 DOM FELICIANO;1,94;;
430655 DOM PEDRO DE ALCANTARA;4,32;;
430660 DOM PEDRITO;12,89;;
430670 DONA FRANCISCA;4,25;;
430673 DOUTOR MAURICIO CARDOSO;4,77;;
430675 DOUTOR RICARDO;0,96;;
430676 ELDORADO DO SUL;15,53;;
430680 ENCANTADO;7,02;;
430690 ENCRUZILHADA DO SUL;9,66;;
430692 ENGENHO VELHO;3,34;;
430693 ENTRE-IJUIS;9,92;;
430695 ENTRE RIOS DO SUL;11,98;;
430697 EREBANGO;6,14;;
430700 ERECHIM;11,2;;
430705 ERNESTINA;6,22;;
430710 HERVAL;8,58;;
430720 ERVAL GRANDE;2,19;;
430730 ERVAL SECO;9,81;;
430740 ESMERALDA;4,53;;
430745 ESPERANCA DO SUL;0,16;;
430750 ESPUMOSO;8,69;;
430755 ESTACAO;11,85;;
430760 ESTANCIA VELHA;8,6;;
430770 ESTEIO;18,34;;
430780 ESTRELA;9,36;;
430781 ESTRELA VELHA;1,36;;
430783 EUGENIO DE CASTRO;7,19;;
430786 FAGUNDES VARELA;0,4;;
430790 FARROUPILHA;8,4;;
430800 FAXINAL DO SOTURNO;4,09;;
430805 FAXINALZINHO;10,65;;
430807 FAZENDA VILANOVA;3,25;;
430810 FELIZ;4,6;;
430820 FLORES DA CUNHA;3,29;;
430825 FLORIANO PEIXOTO;0,46;;
430830 FONTOURA XAVIER;4,55;;
430840 FORMIGUEIRO;15,11;;
430845 FORTALEZA DOS VALOS;8,95;;
430850 FREDERICO WESTPHALEN;9,12;;
430860 GARIBALDI;7,46;;
430865 GARRUCHOS;11,88;;
430870 GAURAMA;5,48;;
430880 GENERAL CAMARA;11,65;;
430885 GENTIL;1,06;;
430890 GETULIO VARGAS;10,94;;
430900 GIRUA;15,45;;
430905 GLORINHA;6,77;;
430910 GRAMADO;6,32;;
430912 GRAMADO DOS LOUREIROS;1,76;;
430915 GRAMADO XAVIER;0,36;;
430920 GRAVATAI;17,18;;
430925 GUABIJU;2,61;;
430930 GUAIBA;18,83;;
430940 GUAPORE;7,27;;
430950 GUARANI DAS MISSOES;6,58;;
430955 HARMONIA;2,69;;
430957 HERVEIRAS;1,1;;
430960 HORIZONTINA;8,61;;
430965 HULHA NEGRA;13,16;;
430970 HUMAITA;4,76;;
430975 IBARAMA;0,72;;
430980 IBIACA;4,54;;
430990 IBIRAIARAS;2,89;;
430995 IBIRAPUITA;5,68;;
431000 IBIRUBA;6,04;;
431010 IGREJINHA;4,9;;
431020 IJUI;13,45;;
431030 ILOPOLIS;2,91;;
431033 IMBE;12,22;;
431036 IMIGRANTE;0,87;;
431040 INDEPENDENCIA;5,67;;
431041 INHACORA;3,66;;
431043 IPE;4,65;;
431046 IPIRANGA DO SUL;4,44;;
431050 IRAI;9,87;;
431053 ITAARA;10,28;;
431055 ITACURUBI;12,4;;
431057 ITAPUCA;1,29;;
431060 ITAQUI;20,76;;
431070 ITATIBA DO SUL;2,31;;
431075 IVORA;5,28;;
431080 IVOTI;5,78;;
431085 JABOTICABA;3,54;;
431090 JACUTINGA;7,88;;
431100 JAGUARAO;11,35;;
431110 JAGUARI;9,21;;
431112 JAQUIRANA;4,24;;
431113 JARI;0,74;;
431115 JOIA;4,39;;
431120 JULIO DE CASTILHOS;12,74;;
431125 LAGOAO;1,37;;
431127 LAGOA DOS TRES CANTOS;3,52;;
431130 LAGOA VERMELHA;12,24;;
431140 LAJEADO;9,29;;
431142 LAJEADO DO BUGRE;4,21;;
431150 LAVRAS DO SUL;16,36;;
431160 LIBERATO SALZANO;0,8;;
431162 LINDOLFO COLLOR;3,73;;
431164 LINHA NOVA;2,21;;
431170 MACHADINHO;4,11;;
431171 MACAMBARA;14,69;;
431173 MAMPITUBA;3,43;;
431175 MANOEL VIANA;13,36;;
431177 MAQUINE;6,65;;
431179 MARATA;1,18;;
431180 MARAU;6,18;;
431190 MARCELINO RAMOS;2,83;;
431198 MARIANA PIMENTEL;4,78;;
431200 MARIANO MORO;4,6;;
431205 MARQUES DE SOUZA;3,43;;
431210 MATA;4,09;;
431213 MATO CASTELHANO;4,38;;
431215 MATO LEITAO;4,22;;
431220 MAXIMILIANO DE ALMEIDA;4,63;;
431225 MINAS DO LEAO;20,99;;
431230 MIRAGUAI;2,15;;
431235 MONTAURI;3,84;;
431237 MONTE ALEGRE DOS CAMPOS;3,69;;
431238 MONTE BELO DO SUL;3,18;;
431240 MONTENEGRO;13,7;;
431242 MORMACO;3,23;;
431244 MORRINHOS DO SUL;3,21;;
431245 MORRO REDONDO;6,47;;
431247 MORRO REUTER;1,67;;
431250 MOSTARDAS;11,97;;
431260 MUCUM;7,15;;
431261 MUITOS CAPOES;8,47;;
431262 MULITERNO;1,59;;
431265 NAO-ME-TOQUE;9,49;;
431267 NICOLAU VERGUEIRO;5,97;;
431270 NONOAI;12,61;;
431275 NOVA ALVORADA;2,07;;
431280 NOVA ARACA;5,28;;
431290 NOVA BASSANO;4,83;;
431295 NOVA BOA VISTA;2,43;;
431300 NOVA BRESCIA;1,75;;
431301 NOVA CANDELARIA;0,76;;
431303 NOVA ESPERANCA DO SUL;3,73;;
431306 NOVA HARTZ;6,15;;
431308 NOVA PADUA;1,6;;
431310 NOVA PALMA;2,06;;
431320 NOVA PETROPOLIS;3,76;;
431330 NOVA PRATA;6,58;;
431333 NOVA RAMADA;4,28;;
431335 NOVA ROMA DO SUL;0,72;;
431337 NOVA SANTA RITA;12,52;;
431339 NOVO CABRAIS;1,24;;
431340 NOVO HAMBURGO;10,56;;
431342 NOVO MACHADO;1,26;;
431344 NOVO TIRADENTES;1,41;;
431349 NOVO BARREIRO;1,56;;
431350 OSORIO;14,25;;
431360 PAIM FILHO;5,42;;
431365 PALMARES DO SUL;15,7;;
431370 PALMEIRA DAS MISSOES;13,48;;
431380 PALMITINHO;1,94;;
431390 PANAMBI;11,09;;
431395 PANTANO GRANDE;13,8;;
431400 PARAI;1,8;;
431402 PARAISO DO SUL;4,05;;
431403 PARECI NOVO;4,98;;
431405 PAROBE;10,12;;
431406 PASSA SETE;1,47;;
431407 PASSO DO SOBRADO;2,07;;
431410 PASSO FUNDO;15,46;;
431415 PAVERAMA;1,98;;
431420 PEDRO OSORIO;15,67;;
431430 PEJUCARA;3,78;;
431440 PELOTAS;16,81;;
431442 PICADA CAFE;1,86;;
431445 PINHAL;3,7;;
431447 PINHAL GRANDE;1,59;;
431449 PINHEIRINHO DO VALE;0,84;;
431450 PINHEIRO MACHADO;12,9;;
431455 PIRAPO;2,26;;
431460 PIRATINI;10,33;;
431470 PLANALTO;4,57;;
431475 POCO DAS ANTAS;5;;
431477 PONTAO;6,83;;
431478 PONTE PRETA;2,01;;
431480 PORTAO;10,89;;
431490 PORTO ALEGRE;14,13;;
431500 PORTO LUCENA;2,81;;
431505 PORTO MAUA;1,85;;
431507 PORTO VERA CRUZ;0,5;;
431510 PORTO XAVIER;5,79;;
431513 POUSO NOVO;12,34;;
431514 PRESIDENTE LUCENA;1,98;;
431515 PROGRESSO;0,68;;
431517 PROTASIO ALVES;2,4;;
431520 PUTINGA;1,2;;
431530 QUARAI;9,85;;
431532 QUEVEDOS;2,53;;
431535 QUINZE DE NOVEMBRO;4,87;;
431540 REDENTORA;6,14;;
431545 RELVADO;0,61;;
431550 RESTINGA SECA;8,99;;
431555 RIO DOS INDIOS;0,41;;
431560 RIO GRANDE;18,73;;
431570 RIO PARDO;14,47;;
431575 RIOZINHO;2,47;;
431580 ROCA SALES;5,21;;
431590 RODEIO BONITO;4,95;;
431600 ROLANTE;2,68;;
431610 RONDA ALTA;5,5;;
431620 RONDINHA;3,76;;
431630 ROQUE GONZALES;5,98;;
431640 ROSARIO DO SUL;13,03;;
431642 SAGRADA FAMILIA;2,85;;
431643 SALDANHA MARINHO;9,26;;
431645 SALTO DO JACUI;10,43;;
431647 SALVADOR DAS MISSOES;2,45;;
431650 SALVADOR DO SUL;2,53;;
431660 SANANDUVA;5,43;;
431670 SANTA BARBARA DO SUL;11,49;;
431675 SANTA CLARA DO SUL;1,09;;
431680 SANTA CRUZ DO SUL;10,66;;
431690 SANTA MARIA;13,19;;
431695 SANTA MARIA DO HERVAL;1,41;;
431700 SANTANA DA BOA VISTA;11,74;;
431710 SANT'ANA DO LIVRAMENTO;14,45;;
431720 SANTA ROSA;12,78;;
431725 SANTA TEREZA;0,52;;
431730 SANTA VITORIA DO PALMAR;14,67;;
431740 SANTIAGO;12,36;;
431750 SANTO ANGELO;13,57;;
431755 SANTO ANTONIO DO PALMA;0,15;;
431760 SANTO ANTONIO DA PATRULHA;10,15;;
431770 SANTO ANTONIO DAS MISSOES;11,77;;
431775 SANTO ANTONIO DO PLANALTO;11,95;;
431780 SANTO AUGUSTO;14,41;;
431790 SANTO CRISTO;4,12;;
431795 SANTO EXPEDITO DO SUL;0,87;;
431800 SAO BORJA;18,17;;
431805 SAO DOMINGOS DO SUL;0,32;;
431810 SAO FRANCISCO DE ASSIS;12,96;;
431820 SAO FRANCISCO DE PAULA;7,36;;
431830 SAO GABRIEL;17,46;;
431840 SAO JERONIMO;13,42;;
431842 SAO JOAO DA URTIGA;2,32;;
431843 SAO JOAO DO POLESINE;10,16;;
431844 SAO JORGE;2,76;;
431845 SAO JOSE DAS MISSOES;4,47;;
431846 SAO JOSE DO HERVAL;1,22;;
431848 SAO JOSE DO HORTENCIO;2,05;;
431849 SAO JOSE DO INHACORA;1,36;;
431850 SAO JOSE DO NORTE;13,2;;
431860 SAO JOSE DO OURO;10,39;;
431862 SAO JOSE DOS AUSENTES;6,47;;
431870 SAO LEOPOLDO;14,78;;
431880 SAO LOURENCO DO SUL;8,25;;
431890 SAO LUIZ GONZAGA;12,04;;
431900 SAO MARCOS;7,56;;
431910 SAO MARTINHO;5,01;;
431912 SAO MARTINHO DA SERRA;6,28;;
431915 SAO MIGUEL DAS MISSOES;7,04;;
431920 SAO NICOLAU;9,26;;
